"Activity" "Variable" "Subset" "Subject" "Average"
"WALKING" "tBodyAccJerk-mean-Z" "Train" "2" -0.0135824254188649
"WALKING" "tBodyAccJerk-mean-Z" "Train" "3" 0.00211683869591716
"WALKING" "tBodyAccJerk-mean-Z" "Train" "4" 0.000573793470525252
"WALKING" "tBodyAccJerk-mean-Z" "Train" "5" -0.00726881577487225
"WALKING" "tBodyAccJerk-mean-Z" "Train" "6" 0.00138760206999761
"WALKING" "tBodyAccJerk-std-X" "Test" "1" -0.0425431109227778
"WALKING" "tBodyAccJerk-std-X" "Test" "2" -0.0325520809934211
"WALKING" "tBodyAccJerk-std-X" "Test" "3" -0.108592443528571
"WALKING" "tBodyAccJerk-std-X" "Test" "4" -0.0453597844444444
"WALKING" "tBodyAccJerk-std-X" "Test" "5" -0.0273153204186364
"WALKING" "tBodyAccJerk-std-X" "Test" "6" -0.0158298200307692
"WALKING" "tBodyAccJerk-std-X" "Train" "1" -0.0373541507844958
"WALKING" "tBodyAccJerk-std-X" "Train" "2" 0.0366794405216216
"WALKING" "tBodyAccJerk-std-X" "Train" "3" -0.0772422195227811
"WALKING" "tBodyAccJerk-std-X" "Train" "4" -0.0406169050493434
"WALKING" "tBodyAccJerk-std-X" "Train" "5" -0.0272833245518062
"WALKING" "tBodyAccJerk-std-X" "Train" "6" -0.0158329955199043
"WALKING" "tBodyAccJerk-std-Y" "Test" "1" -0.10114642712
"WALKING" "tBodyAccJerk-std-Y" "Test" "2" -0.243869680389474
"WALKING" "tBodyAccJerk-std-Y" "Test" "3" -0.00752925908285714
"WALKING" "tBodyAccJerk-std-Y" "Test" "4" -0.971478100972222
"WALKING" "tBodyAccJerk-std-Y" "Test" "5" -0.954409742727273
"WALKING" "tBodyAccJerk-std-Y" "Test" "6" -0.969489506923077
"WALKING" "tBodyAccJerk-std-Y" "Train" "1" -0.0148762721731092
"WALKING" "tBodyAccJerk-std-Y" "Train" "2" -0.236802148756216
"WALKING" "tBodyAccJerk-std-Y" "Train" "3" -0.0188480196384615
"WALKING" "tBodyAccJerk-std-Y" "Train" "4" -0.957670772373737
"WALKING" "tBodyAccJerk-std-Y" "Train" "5" -0.951295534889868
"WALKING" "tBodyAccJerk-std-Y" "Train" "6" -0.948219412631579
"WALKING" "tBodyAccJerk-std-Z" "Test" "1" -0.628911219888889
"WALKING" "tBodyAccJerk-std-Z" "Test" "2" -0.634349187236842
"WALKING" "tBodyAccJerk-std-Z" "Test" "3" -0.437695705142857
"WALKING" "tBodyAccJerk-std-Z" "Test" "4" -0.986473833194444
"WALKING" "tBodyAccJerk-std-Z" "Test" "5" -0.977858848818182
"WALKING" "tBodyAccJerk-std-Z" "Test" "6" -0.983987696666667
"WALKING" "tBodyAccJerk-std-Z" "Train" "1" -0.564145884663866
"WALKING" "tBodyAccJerk-std-Z" "Train" "2" -0.690284540702703
"WALKING" "tBodyAccJerk-std-Z" "Train" "3" -0.499288541147929
"WALKING" "tBodyAccJerk-std-Z" "Train" "4" -0.973065297626263
"WALKING" "tBodyAccJerk-std-Z" "Train" "5" -0.973879918810573
"WALKING" "tBodyAccJerk-std-Z" "Train" "6" -0.971036388660287
"WALKING" "tBodyAccJerkMag-mean" "Test" "1" -0.222480215694444
"WALKING" "tBodyAccJerkMag-mean" "Test" "2" -0.307334998814474
"WALKING" "tBodyAccJerkMag-mean" "Test" "3" 0.0602236385857143
"WALKING" "tBodyAccJerkMag-mean" "Test" "4" -0.980733334861111
"WALKING" "tBodyAccJerkMag-mean" "Test" "5" -0.967249055727273
"WALKING" "tBodyAccJerkMag-mean" "Test" "6" -0.977837616282051
"WALKING" "tBodyAccJerkMag-mean" "Train" "1" -0.141661873801849
"WALKING" "tBodyAccJerkMag-mean" "Train" "2" -0.390370901854054
"WALKING" "tBodyAccJerkMag-mean" "Train" "3" -0.0266874945686391
"WALKING" "tBodyAccJerkMag-mean" "Train" "4" -0.96544235469697
"WALKING" "tBodyAccJerkMag-mean" "Train" "5" -0.959526862246696
"WALKING" "tBodyAccJerkMag-mean" "Train" "6" -0.958565208038277
"WALKING" "tBodyAccJerkMag-std" "Test" "1" -0.471831605333333
"WALKING" "tBodyAccJerkMag-std" "Test" "2" -0.261900822131579
"WALKING" "tBodyAccJerkMag-std" "Test" "3" -0.237565418510429
"WALKING" "tBodyAccJerkMag-std" "Test" "4" -0.942237379305556
"WALKING" "tBodyAccJerkMag-std" "Test" "5" -0.931656182636364
"WALKING" "tBodyAccJerkMag-std" "Test" "6" -0.945302461153846
"WALKING" "tBodyAccJerkMag-std" "Train" "1" -0.304009541810924
"WALKING" "tBodyAccJerkMag-std" "Train" "2" -0.233995363025946
"WALKING" "tBodyAccJerkMag-std" "Train" "3" -0.161329132704142
"WALKING" "tBodyAccJerkMag-std" "Train" "4" -0.929123012676768
"WALKING" "tBodyAccJerkMag-std" "Train" "5" -0.925794286696035
"WALKING" "tBodyAccJerkMag-std" "Train" "6" -0.919817150287081
"WALKING" "tBodyAccMag-mean" "Test" "1" -0.463311376333333
"WALKING" "tBodyAccMag-mean" "Test" "2" -0.213144676963158
"WALKING" "tBodyAccMag-mean" "Test" "3" 0.0793310752542857
"WALKING" "tBodyAccMag-mean" "Test" "4" -0.942319526388889
"WALKING" "tBodyAccMag-mean" "Test" "5" -0.923817658
"WALKING" "tBodyAccMag-mean" "Test" "6" -0.96336267
"WALKING" "tBodyAccMag-mean" "Train" "1" -0.293337866491597
"WALKING" "tBodyAccMag-mean" "Train" "2" -0.250833359827568
"WALKING" "tBodyAccMag-mean" "Train" "3" 0.0997708850662722
"WALKING" "tBodyAccMag-mean" "Train" "4" -0.912051451313131
"WALKING" "tBodyAccMag-mean" "Train" "5" -0.928082527973568
"WALKING" "tBodyAccMag-mean" "Train" "6" -0.903990031114833
"WALKING" "tBodyAccMag-std" "Test" "1" -0.308524640555556
"WALKING" "tBodyAccMag-std" "Test" "2" -0.138869794776316
"WALKING" "tBodyAccMag-std" "Test" "3" 0.0108995033614286
"WALKING" "tBodyAccMag-std" "Test" "4" -0.960939414861111
"WALKING" "tBodyAccMag-std" "Test" "5" -0.935636642636364
"WALKING" "tBodyAccMag-std" "Test" "6" -0.970134313717949
"WALKING" "tBodyAccMag-std" "Train" "1" -0.17931949260084
"WALKING" "tBodyAccMag-std" "Train" "2" -0.0862627973288649
"WALKING" "tBodyAccMag-std" "Train" "3" 0.0900276247960355
"WALKING" "tBodyAccMag-std" "Train" "4" -0.932510624090909
"WALKING" "tBodyAccMag-std" "Train" "5" -0.93932243246696
"WALKING" "tBodyAccMag-std" "Train" "6" -0.925631268669856
"WALKING" "tBodyGyro-mean-X" "Test" "1" -0.556152658666667
"WALKING" "tBodyGyro-mean-X" "Test" "2" -0.454868748815789
"WALKING" "tBodyGyro-mean-X" "Test" "3" -0.353429593605714
"WALKING" "tBodyGyro-mean-X" "Test" "4" -0.983658152777778
"WALKING" "tBodyGyro-mean-X" "Test" "5" -0.940767750727273
"WALKING" "tBodyGyro-mean-X" "Test" "6" -0.982333298461538
"WALKING" "tBodyGyro-mean-X" "Train" "1" -0.505369754747899
"WALKING" "tBodyGyro-mean-X" "Train" "2" -0.468536508805405
"WALKING" "tBodyGyro-mean-X" "Train" "3" -0.377363035326627
"WALKING" "tBodyGyro-mean-X" "Train" "4" -0.966165061161616
"WALKING" "tBodyGyro-mean-X" "Train" "5" -0.934988967048458
"WALKING" "tBodyGyro-mean-X" "Train" "6" -0.946618549478469
"WALKING" "tBodyGyro-mean-Y" "Test" "1" -0.0571109132511111
"WALKING" "tBodyGyro-mean-Y" "Test" "2" -0.0466653525815789
"WALKING" "tBodyGyro-mean-Y" "Test" "3" -0.02406472956
"WALKING" "tBodyGyro-mean-Y" "Test" "4" -0.0696156525611111
"WALKING" "tBodyGyro-mean-Y" "Test" "5" -0.0717484832181818
"WALKING" "tBodyGyro-mean-Y" "Test" "6" -0.108233700576923
"WALKING" "tBodyGyro-mean-Y" "Train" "1" -0.0718371196063025
"WALKING" "tBodyGyro-mean-Y" "Train" "2" -0.129499954101081
"WALKING" "tBodyGyro-mean-Y" "Train" "3" -0.0570454139094675
"WALKING" "tBodyGyro-mean-Y" "Train" "4" -0.0851214926213636
"WALKING" "tBodyGyro-mean-Y" "Train" "5" -0.0569800415779736
"WALKING" "tBodyGyro-mean-Y" "Train" "6" -0.081577709215311
"WALKING" "tBodyGyro-mean-Z" "Test" "1" 0.0822875170666667
"WALKING" "tBodyGyro-mean-Z" "Test" "2" 0.0762372278421053
"WALKING" "tBodyGyro-mean-Z" "Test" "3" 0.08741694886
"WALKING" "tBodyGyro-mean-Z" "Test" "4" 0.0713137588888889
"WALKING" "tBodyGyro-mean-Z" "Test" "5" 0.0815878469872727
"WALKING" "tBodyGyro-mean-Z" "Test" "6" 0.147209491730769
"WALKING" "tBodyGyro-mean-Z" "Train" "1" 0.0831226021021008
"WALKING" "tBodyGyro-mean-Z" "Train" "2" 0.0441572456042162
"WALKING" "tBodyGyro-mean-Z" "Train" "3" 0.0963820225459172
"WALKING" "tBodyGyro-mean-Z" "Train" "4" 0.08166960712
"WALKING" "tBodyGyro-mean-Z" "Train" "5" 0.0716563201017621
"WALKING" "tBodyGyro-mean-Z" "Train" "6" 0.160740932454545
"WALKING" "tBodyGyro-std-X" "Test" "1" -0.0874165763811111
"WALKING" "tBodyGyro-std-X" "Test" "2" -0.0966322242605263
"WALKING" "tBodyGyro-std-X" "Test" "3" -0.0767012004
"WALKING" "tBodyGyro-std-X" "Test" "4" -0.0931608638194444
"WALKING" "tBodyGyro-std-X" "Test" "5" -0.104287259981818
"WALKING" "tBodyGyro-std-X" "Test" "6" -0.103488241320513
"WALKING" "tBodyGyro-std-X" "Train" "1" -0.0906761158634454
"WALKING" "tBodyGyro-std-X" "Train" "2" -0.117597704514216
"WALKING" "tBodyGyro-std-X" "Train" "3" -0.081852009105503
"WALKING" "tBodyGyro-std-X" "Train" "4" -0.0952380870606061
"WALKING" "tBodyGyro-std-X" "Train" "5" -0.0986724138898678
"WALKING" "tBodyGyro-std-X" "Train" "6" -0.105516684333014
"WALKING" "tBodyGyro-std-Y" "Test" "1" -0.583115317777778
"WALKING" "tBodyGyro-std-Y" "Test" "2" -0.513017638552632
"WALKING" "tBodyGyro-std-Y" "Test" "3" -0.511136627857143
"WALKING" "tBodyGyro-std-Y" "Test" "4" -0.976123628888889
"WALKING" "tBodyGyro-std-Y" "Test" "5" -0.960132618545455
"WALKING" "tBodyGyro-std-Y" "Test" "6" -0.974212133717949
"WALKING" "tBodyGyro-std-Y" "Train" "1" -0.326596478120378
"WALKING" "tBodyGyro-std-Y" "Train" "2" -0.355927962695676
"WALKING" "tBodyGyro-std-Y" "Train" "3" -0.363503149952663
"WALKING" "tBodyGyro-std-Y" "Train" "4" -0.950942839646465
"WALKING" "tBodyGyro-std-Y" "Train" "5" -0.946943173039648
"WALKING" "tBodyGyro-std-Y" "Train" "6" -0.962829001100478
"WALKING" "tBodyGyro-std-Z" "Test" "1" -0.533139579555556
"WALKING" "tBodyGyro-std-Z" "Test" "2" -0.214231007507895
"WALKING" "tBodyGyro-std-Z" "Test" "3" -0.3594153984
"WALKING" "tBodyGyro-std-Z" "Test" "4" -0.956402277361111
"WALKING" "tBodyGyro-std-Z" "Test" "5" -0.936927127818182
"WALKING" "tBodyGyro-std-Z" "Test" "6" -0.962765786794872
"WALKING" "tBodyGyro-std-Z" "Train" "1" -0.386933210756303
"WALKING" "tBodyGyro-std-Z" "Train" "2" -0.398002090931892
"WALKING" "tBodyGyro-std-Z" "Train" "3" -0.252161177259172
"WALKING" "tBodyGyro-std-Z" "Train" "4" -0.936823609848485
"WALKING" "tBodyGyro-std-Z" "Train" "5" -0.935993027356828
"WALKING" "tBodyGyro-std-Z" "Train" "6" -0.942112938851675
"WALKING" "tBodyGyroJerk-mean-X" "Test" "1" -0.434885735444444
"WALKING" "tBodyGyroJerk-mean-X" "Test" "2" -0.506443803815789
"WALKING" "tBodyGyroJerk-mean-X" "Test" "3" -0.318729319428571
"WALKING" "tBodyGyroJerk-mean-X" "Test" "4" -0.985868577916667
"WALKING" "tBodyGyroJerk-mean-X" "Test" "5" -0.964209029454545
"WALKING" "tBodyGyroJerk-mean-X" "Test" "6" -0.985719235128205
"WALKING" "tBodyGyroJerk-mean-X" "Train" "1" -0.306497074394958
"WALKING" "tBodyGyroJerk-mean-X" "Train" "2" -0.4687761382
"WALKING" "tBodyGyroJerk-mean-X" "Train" "3" -0.372691807840237
"WALKING" "tBodyGyroJerk-mean-X" "Train" "4" -0.967645286515151
"WALKING" "tBodyGyroJerk-mean-X" "Train" "5" -0.954702705462555
"WALKING" "tBodyGyroJerk-mean-X" "Train" "6" -0.956578449043062
"WALKING" "tBodyGyroJerk-mean-Y" "Test" "1" -0.0515891211166667
"WALKING" "tBodyGyroJerk-mean-Y" "Test" "2" -0.0396011473236842
"WALKING" "tBodyGyroJerk-mean-Y" "Test" "3" -0.0405247282557143
"WALKING" "tBodyGyroJerk-mean-Y" "Test" "4" -0.04098265375
"WALKING" "tBodyGyroJerk-mean-Y" "Test" "5" -0.0442191438054545
"WALKING" "tBodyGyroJerk-mean-Y" "Test" "6" -0.0354900044769231
"WALKING" "tBodyGyroJerk-mean-Y" "Train" "1" -0.0415698281277311
"WALKING" "tBodyGyroJerk-mean-Y" "Train" "2" -0.0459564049813514
"WALKING" "tBodyGyroJerk-mean-Y" "Train" "3" -0.0529076633310651
"WALKING" "tBodyGyroJerk-mean-Y" "Train" "4" -0.0384055885961616
"WALKING" "tBodyGyroJerk-mean-Y" "Train" "5" -0.043596438076652
"WALKING" "tBodyGyroJerk-mean-Y" "Train" "6" -0.0406178858562679
"WALKING" "tBodyGyroJerk-mean-Z" "Test" "1" -0.0555136821744444
"WALKING" "tBodyGyroJerk-mean-Z" "Test" "2" -0.0626572745631579
"WALKING" "tBodyGyroJerk-mean-Z" "Test" "3" -0.0660327609771429
"WALKING" "tBodyGyroJerk-mean-Z" "Test" "4" -0.0440867289097222
"WALKING" "tBodyGyroJerk-mean-Z" "Test" "5" -0.051813934336
"WALKING" "tBodyGyroJerk-mean-Z" "Test" "6" -0.0691232830384615
"WALKING" "tBodyGyroJerk-mean-Z" "Train" "1" -0.0484411356131513
"WALKING" "tBodyGyroJerk-mean-Z" "Train" "2" -0.0486287137101081
"WALKING" "tBodyGyroJerk-mean-Z" "Train" "3" -0.0414734276988166
"WALKING" "tBodyGyroJerk-mean-Z" "Train" "4" -0.0503518072416667
"WALKING" "tBodyGyroJerk-mean-Z" "Train" "5" -0.0457628111114537
"WALKING" "tBodyGyroJerk-mean-Z" "Train" "6" -0.0718379689090909
"WALKING" "tBodyGyroJerk-std" "Test" "1" -0.308524640555556
"WALKING" "tBodyGyroJerk-std" "Test" "2" -0.138869794776316
"WALKING" "tBodyGyroJerk-std" "Test" "3" 0.0108995033614286
"WALKING" "tBodyGyroJerk-std" "Test" "4" -0.960939414861111
"WALKING" "tBodyGyroJerk-std" "Test" "5" -0.935636642636364
"WALKING" "tBodyGyroJerk-std" "Test" "6" -0.970134313717949
"WALKING" "tBodyGyroJerk-std" "Train" "1" -0.17931949260084
"WALKING" "tBodyGyroJerk-std" "Train" "2" -0.0862627973288649
"WALKING" "tBodyGyroJerk-std" "Train" "3" 0.0900276247960355
"WALKING" "tBodyGyroJerk-std" "Train" "4" -0.932510624090909
"WALKING" "tBodyGyroJerk-std" "Train" "5" -0.93932243246696
"WALKING" "tBodyGyroJerk-std" "Train" "6" -0.925631268669856
"WALKING" "tBodyGyroJerk-std-Y" "Test" "1" -0.689533044
"WALKING" "tBodyGyroJerk-std-Y" "Test" "2" -0.716301407236842
"WALKING" "tBodyGyroJerk-std-Y" "Test" "3" -0.583215186028571
"WALKING" "tBodyGyroJerk-std-Y" "Test" "4" -0.989800442361111
"WALKING" "tBodyGyroJerk-std-Y" "Test" "5" -0.979689106727273
"WALKING" "tBodyGyroJerk-std-Y" "Test" "6" -0.988603831794872
"WALKING" "tBodyGyroJerk-std-Y" "Train" "1" -0.481036386680672
"WALKING" "tBodyGyroJerk-std-Y" "Train" "2" -0.667911924648649
"WALKING" "tBodyGyroJerk-std-Y" "Train" "3" -0.469435166384615
"WALKING" "tBodyGyroJerk-std-Y" "Train" "4" -0.975825497575758
"WALKING" "tBodyGyroJerk-std-Y" "Train" "5" -0.971369097356828
"WALKING" "tBodyGyroJerk-std-Y" "Train" "6" -0.974749509808612
"WALKING" "tBodyGyroJerk-std-Z" "Test" "1" -0.499359724333333
"WALKING" "tBodyGyroJerk-std-Z" "Test" "2" -0.512825336447368
"WALKING" "tBodyGyroJerk-std-Z" "Test" "3" -0.273649556492857
"WALKING" "tBodyGyroJerk-std-Z" "Test" "4" -0.984202605833333
"WALKING" "tBodyGyroJerk-std-Z" "Test" "5" -0.965653995272727
"WALKING" "tBodyGyroJerk-std-Z" "Test" "6" -0.98651138948718
"WALKING" "tBodyGyroJerk-std-Z" "Train" "1" -0.371968458962605
"WALKING" "tBodyGyroJerk-std-Z" "Train" "2" -0.463721363297297
"WALKING" "tBodyGyroJerk-std-Z" "Train" "3" -0.192777526389941
"WALKING" "tBodyGyroJerk-std-Z" "Train" "4" -0.970990132575758
"WALKING" "tBodyGyroJerk-std-Z" "Train" "5" -0.96396977
"WALKING" "tBodyGyroJerk-std-Z" "Train" "6" -0.972502743301435
"WALKING" "tBodyGyroJerkMag-mean" "Test" "1" -0.618458190777778
"WALKING" "tBodyGyroJerkMag-mean" "Test" "2" -0.660962892894737
"WALKING" "tBodyGyroJerkMag-mean" "Test" "3" -0.451939026628571
"WALKING" "tBodyGyroJerkMag-mean" "Test" "4" -0.987622777361111
"WALKING" "tBodyGyroJerkMag-mean" "Test" "5" -0.970626136545454
"WALKING" "tBodyGyroJerkMag-mean" "Test" "6" -0.98706872
"WALKING" "tBodyGyroJerkMag-mean" "Train" "1" -0.448646695945378
"WALKING" "tBodyGyroJerkMag-mean" "Train" "2" -0.637490932756757
"WALKING" "tBodyGyroJerkMag-mean" "Train" "3" -0.434199269828402
"WALKING" "tBodyGyroJerkMag-mean" "Train" "4" -0.970698210606061
"WALKING" "tBodyGyroJerkMag-mean" "Train" "5" -0.962644287577093
"WALKING" "tBodyGyroJerkMag-mean" "Train" "6" -0.964587091004785
"WALKING" "tBodyGyroJerkMag-std-X" "Test" "1" -0.378130787777778
"WALKING" "tBodyGyroJerkMag-std-X" "Test" "2" -0.290048848907895
"WALKING" "tBodyGyroJerkMag-std-X" "Test" "3" 0.0222720939328571
"WALKING" "tBodyGyroJerkMag-std-X" "Test" "4" -0.9843191125
"WALKING" "tBodyGyroJerkMag-std-X" "Test" "5" -0.978627152090909
"WALKING" "tBodyGyroJerkMag-std-X" "Test" "6" -0.972401517435897
"WALKING" "tBodyGyroJerkMag-std-X" "Train" "1" -0.249742453231092
"WALKING" "tBodyGyroJerkMag-std-X" "Train" "2" -0.302362801010811
"WALKING" "tBodyGyroJerkMag-std-X" "Train" "3" 0.0733663710443787
"WALKING" "tBodyGyroJerkMag-std-X" "Train" "4" -0.975471388333333
"WALKING" "tBodyGyroJerkMag-std-X" "Train" "5" -0.97366758660793
"WALKING" "tBodyGyroJerkMag-std-X" "Train" "6" -0.956344826698565
"WALKING" "tBodyGyroMag-mean" "Test" "1" -0.570399927555556
"WALKING" "tBodyGyroMag-mean" "Test" "2" -0.429509295065789
"WALKING" "tBodyGyroMag-mean" "Test" "3" -0.3178723764
"WALKING" "tBodyGyroMag-mean" "Test" "4" -0.957778947638889
"WALKING" "tBodyGyroMag-mean" "Test" "5" -0.918918403
"WALKING" "tBodyGyroMag-mean" "Test" "6" -0.956310553333333
"WALKING" "tBodyGyroMag-mean" "Train" "1" -0.384398430756303
"WALKING" "tBodyGyroMag-mean" "Train" "2" -0.306691506534054
"WALKING" "tBodyGyroMag-mean" "Train" "3" -0.26684182938284
"WALKING" "tBodyGyroMag-mean" "Train" "4" -0.927785154333333
"WALKING" "tBodyGyroMag-mean" "Train" "5" -0.909428923127753
"WALKING" "tBodyGyroMag-mean" "Train" "6" -0.913458709320574
"WALKING" "tBodyGyroMag-std" "Test" "1" -0.594082857111111
"WALKING" "tBodyGyroMag-std" "Test" "2" -0.622944971184211
"WALKING" "tBodyGyroMag-std" "Test" "3" -0.482450647285714
"WALKING" "tBodyGyroMag-std" "Test" "4" -0.989421259166667
"WALKING" "tBodyGyroMag-std" "Test" "5" -0.975634463363636
"WALKING" "tBodyGyroMag-std" "Test" "6" -0.98895925551282
"WALKING" "tBodyGyroMag-std" "Train" "1" -0.42014163652521
"WALKING" "tBodyGyroMag-std" "Train" "2" -0.568133812486487
"WALKING" "tBodyGyroMag-std" "Train" "3" -0.385285233928994
"WALKING" "tBodyGyroMag-std" "Train" "4" -0.976208176262626
"WALKING" "tBodyGyroMag-std" "Train" "5" -0.969254734713656
"WALKING" "tBodyGyroMag-std" "Train" "6" -0.973564891052632
"WALKING" "tGravityAcc-mean-X" "Test" "1" -0.977586493333333
"WALKING" "tGravityAcc-mean-X" "Test" "2" -0.945813156184211
"WALKING" "tGravityAcc-mean-X" "Test" "3" -0.945826696285714
"WALKING" "tGravityAcc-mean-X" "Test" "4" -0.978372618194444
"WALKING" "tGravityAcc-mean-X" "Test" "5" -0.979671837636364
"WALKING" "tGravityAcc-mean-X" "Test" "6" -0.952068980384615
"WALKING" "tGravityAcc-mean-X" "Train" "1" -0.977670389705882
"WALKING" "tGravityAcc-mean-X" "Train" "2" -0.952650882486486
"WALKING" "tGravityAcc-mean-X" "Train" "3" -0.951777945029586
"WALKING" "tGravityAcc-mean-X" "Train" "4" -0.974466615151515
"WALKING" "tGravityAcc-mean-X" "Train" "5" -0.983699817929515
"WALKING" "tGravityAcc-mean-X" "Train" "6" -0.926646121148325
"WALKING" "tGravityAcc-mean-Y" "Test" "1" -0.265659144222222
"WALKING" "tGravityAcc-mean-Y" "Test" "2" -0.352600299736842
"WALKING" "tGravityAcc-mean-Y" "Test" "3" -0.248802287828571
"WALKING" "tGravityAcc-mean-Y" "Test" "4" -0.00720298224304583
"WALKING" "tGravityAcc-mean-Y" "Test" "5" -0.220307603381818
"WALKING" "tGravityAcc-mean-Y" "Test" "6" 0.800649501025641
"WALKING" "tGravityAcc-mean-Y" "Train" "1" -0.224406469147059
"WALKING" "tGravityAcc-mean-Y" "Train" "2" -0.338218977027027
"WALKING" "tGravityAcc-mean-Y" "Train" "3" -0.189102634355621
"WALKING" "tGravityAcc-mean-Y" "Train" "4" 0.138349400410556
"WALKING" "tGravityAcc-mean-Y" "Train" "5" -0.212185296089868
"WALKING" "tGravityAcc-mean-Y" "Train" "6" 0.859074942741627
"WALKING" "tGravityAcc-mean-Z" "Test" "1" 0.105526756222222
"WALKING" "tGravityAcc-mean-Z" "Test" "2" -0.0948076447605263
"WALKING" "tGravityAcc-mean-Z" "Test" "3" 0.0236352287885714
"WALKING" "tGravityAcc-mean-Z" "Test" "4" 0.183905065083333
"WALKING" "tGravityAcc-mean-Z" "Test" "5" 0.148658190536364
"WALKING" "tGravityAcc-mean-Z" "Test" "6" 0.574666649102564
"WALKING" "tGravityAcc-mean-Z" "Train" "1" -0.0576704857483193
"WALKING" "tGravityAcc-mean-Z" "Train" "2" -0.0809750931425405
"WALKING" "tGravityAcc-mean-Z" "Train" "3" -0.0423658085602538
"WALKING" "tGravityAcc-mean-Z" "Train" "4" 0.166419869531919
"WALKING" "tGravityAcc-mean-Z" "Train" "5" 0.0475009058348018
"WALKING" "tGravityAcc-mean-Z" "Train" "6" 0.360121484158852
"WALKING" "tGravityAcc-std-X" "Test" "1" 0.0642890495905555
"WALKING" "tGravityAcc-std-X" "Test" "2" 0.0690084219072368
"WALKING" "tGravityAcc-std-X" "Test" "3" 0.111009899339571
"WALKING" "tGravityAcc-std-X" "Test" "4" 0.0753192703055556
"WALKING" "tGravityAcc-std-X" "Test" "5" 0.0734219759472727
"WALKING" "tGravityAcc-std-X" "Test" "6" 0.084000775025641
"WALKING" "tGravityAcc-std-X" "Train" "1" 0.077994680785
"WALKING" "tGravityAcc-std-X" "Train" "2" 0.0781300818183784
"WALKING" "tGravityAcc-std-X" "Train" "3" 0.0830747764769231
"WALKING" "tGravityAcc-std-X" "Train" "4" 0.0750833324077273
"WALKING" "tGravityAcc-std-X" "Train" "5" 0.0740154512197797
"WALKING" "tGravityAcc-std-X" "Train" "6" 0.0851796636507177
"WALKING" "tGravityAcc-std-Y" "Test" "1" -0.971438896222222
"WALKING" "tGravityAcc-std-Y" "Test" "2" -0.928993863684211
"WALKING" "tGravityAcc-std-Y" "Test" "3" -0.939743981571429
"WALKING" "tGravityAcc-std-Y" "Test" "4" -0.944865277819444
"WALKING" "tGravityAcc-std-Y" "Test" "5" -0.945389570272727
"WALKING" "tGravityAcc-std-Y" "Test" "6" -0.984396601666667
"WALKING" "tGravityAcc-std-Y" "Train" "1" -0.965672671176471
"WALKING" "tGravityAcc-std-Y" "Train" "2" -0.920281464810811
"WALKING" "tGravityAcc-std-Y" "Train" "3" -0.932448049289941
"WALKING" "tGravityAcc-std-Y" "Train" "4" -0.935247317580808
"WALKING" "tGravityAcc-std-Y" "Train" "5" -0.959471629955947
"WALKING" "tGravityAcc-std-Y" "Train" "6" -0.957845202191388
"WALKING" "tGravityAcc-std-Z" "Test" "1" -0.969505638
"WALKING" "tGravityAcc-std-Z" "Test" "2" -0.890693023421053
"WALKING" "tGravityAcc-std-Z" "Test" "3" -0.931733306571429
"WALKING" "tGravityAcc-std-Z" "Test" "4" -0.958544372222222
"WALKING" "tGravityAcc-std-Z" "Test" "5" -0.922242996954545
"WALKING" "tGravityAcc-std-Z" "Test" "6" -0.981966847051282
"WALKING" "tGravityAcc-std-Z" "Train" "1" -0.954062275504202
"WALKING" "tGravityAcc-std-Z" "Train" "2" -0.914530104864865
"WALKING" "tGravityAcc-std-Z" "Train" "3" -0.912857163609467
"WALKING" "tGravityAcc-std-Z" "Train" "4" -0.936458480656566
"WALKING" "tGravityAcc-std-Z" "Train" "5" -0.939737559030837
"WALKING" "tGravityAcc-std-Z" "Train" "6" -0.931041191727273
"WALKING" "tGravityAccMag-mean" "Test" "1" -0.463311376333333
"WALKING" "tGravityAccMag-mean" "Test" "2" -0.213144676963158
"WALKING" "tGravityAccMag-mean" "Test" "3" 0.0793310752542857
"WALKING" "tGravityAccMag-mean" "Test" "4" -0.942319526388889
"WALKING" "tGravityAccMag-mean" "Test" "5" -0.923817658
"WALKING" "tGravityAccMag-mean" "Test" "6" -0.96336267
"WALKING" "tGravityAccMag-mean" "Train" "1" -0.293337866491597
"WALKING" "tGravityAccMag-mean" "Train" "2" -0.250833359827568
"WALKING" "tGravityAccMag-mean" "Train" "3" 0.0997708850662722
"WALKING" "tGravityAccMag-mean" "Train" "4" -0.912051451313131
"WALKING" "tGravityAccMag-mean" "Train" "5" -0.928082527973568
"WALKING" "tGravityAccMag-mean" "Train" "6" -0.903990031114833
"WALKING" "tGravityAccMag-std" "Test" "1" -0.317139528211111
"WALKING" "tGravityAccMag-std" "Test" "2" -0.366288041315789
"WALKING" "tGravityAccMag-std" "Test" "3" -0.100846695892857
"WALKING" "tGravityAccMag-std" "Test" "4" -0.983515781388889
"WALKING" "tGravityAccMag-std" "Test" "5" -0.971774286636364
"WALKING" "tGravityAccMag-std" "Test" "6" -0.980702967692308
"WALKING" "tGravityAccMag-std" "Train" "1" -0.224992933806723
"WALKING" "tGravityAccMag-std" "Train" "2" -0.374962793324324
"WALKING" "tGravityAccMag-std" "Train" "3" -0.101381976083432
"WALKING" "tGravityAccMag-std" "Train" "4" -0.971710837373737
"WALKING" "tGravityAccMag-std" "Train" "5" -0.968379848986784
"WALKING" "tGravityAccMag-std" "Train" "6" -0.967426476889952
